header.cases,17520000000_0.126350,191500000000_0.105600,231360000000_0.096362
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_num_mean,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_num_overflow,1567406,696529,862253
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_num_sampled,18551972,37753057,36564732
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_num_sum,1567406,696529,862253
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.issue_num_underflow,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_0_0,0,23725,23049
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_0_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_1_0,0,6290,7134
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_1_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_2_0,0,722,566
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_2_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_3_0,0,66,39
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_3_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_4_0,0,4,3
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_4_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_5_0,0,4,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_5_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_6_0,0,2,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_6_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_7_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_7_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_8_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_8_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_9_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_9_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_10_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_10_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_11_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_11_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_12_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_12_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_13_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_13_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_14_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_14_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_15_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.num_wakeup_15_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.oldestSelection.oldest_override_0,0,31801,32383
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.oldestSelection.oldest_same_as_selected_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.redirect_num,303415,346226,380913
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_0,1596994,686762,861147
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_1,18,29186,28049
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_2,0,5794,6986
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_3,0,1257,785
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_4,0,131,169
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_5,0,19,50
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_6,0,18,14
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_7,0,3,5
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_8,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_9,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_10,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_11,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_12,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_13,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_14,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.select_15,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.srcState_ready_0,19406928,37460921,36829252
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.blocked_entries,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_0_1,18551972,37719492,36530224
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_1_2,0,33531,34469
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_2_3,0,34,39
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_3_4,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_4_5,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_5_6,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_6_7,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_7_8,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_8_9,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_9_10,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_10_11,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_11_12,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_12_13,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_13_14,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_14_15,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_15_16,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_mean,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_overflow,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_sampled,18551972,37753057,36564732
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_sum,0,33599,34547
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.can_issue_entries_underflow,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_0_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_0_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_1_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_1_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_2_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_2_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_3_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_3_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_4_0,0,7191,6255
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_4_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_5_0,0,23620,24534
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_5_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_6_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_6_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_7_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.critical_wakeup_7_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.not_selected_entries,0,34,39
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.replayed_entries,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.scheduled_entries,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_0_1,18551972,37574106,36394518
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_1_2,0,132783,128441
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_2_3,0,30448,30104
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_3_4,0,13687,8688
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_4_5,0,1581,2150
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_5_6,0,240,613
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_6_7,0,190,153
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_7_8,0,22,65
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_8_9,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_9_10,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_10_11,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_11_12,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_12_13,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_13_14,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_14_15,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_15_16,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_mean,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_overflow,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_sampled,18551972,37753057,36564732
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_sum,0,243558,227751
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.valid_entries_underflow,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wait_for_src_0,0,209959,193204
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wait_for_src_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_0_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_0_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_1_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_1_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_2_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_2_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_3_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_3_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_4_0,0,7191,6255
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_4_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_5_0,0,23620,24534
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_5_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_6_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_6_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_7_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_2.jumpRS_0.statusArray.wakeup_7_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.allocate_fire_0,6301608,8671435,8620638
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.allocate_fire_1,4722244,7926294,7939372
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.allocate_num,10798499,16273271,16219301
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.allocate_valid_0,7111634,14845449,14857365
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.allocate_valid_1,7492425,26033993,25811898
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.deq_dispatch_bypass_0,1837049,781312,814834
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.deq_dispatch_bypass_1,2893707,1844375,2038757
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.deq_fire_0,4592628,6443830,6355064
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.deq_fire_1,4648739,5659141,5700314
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.deq_not_first_issue_0,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.deq_not_first_issue_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.deq_oldest,338079,885205,920083
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.deq_oldest_override_select_0,338079,885205,920083
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.deq_oldest_override_select_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.deq_select_0,2572752,4948384,4794909
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.deq_select_1,1890375,3977474,3833634
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.deq_valid_0,6730677,9095102,9027056
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.deq_valid_1,5945745,7772028,7851419
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.full,915957,13276592,12786287
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_0,6284,149850,141446
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_1,10928,160877,152058
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_2,18387,167675,159551
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_3,26946,181955,173963
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_4,39458,196077,187385
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_5,57940,202253,192719
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_6,65077,222440,212038
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_7,74977,255356,243716
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_8,95573,296337,282482
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_9,122456,386049,368613
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_10,245733,451181,448405
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_11,506470,545045,545830
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_12,807288,620442,599303
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_13,971172,701471,728021
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_14,1091766,856103,894181
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_15,1207928,952952,996458
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_16,1099568,801926,802398
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_17,952712,689514,700973
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_18,863912,604109,614203
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_19,459980,600465,601741
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_20,239849,480074,486182
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_21,92710,413888,410880
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_22,68726,344219,342796
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_23,53546,325198,314837
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_24,29749,254412,248793
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_25,17993,223277,218912
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_26,12056,207089,202213
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_27,9578,194705,190082
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_28,6813,176377,170956
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_29,5255,161141,154763
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_30,5909,150590,144806
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_31,6756,153672,147553
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_num_0_1,11218191,27829882,26601372
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_num_1_2,7333781,9923175,9963360
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_num_mean,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_num_overflow,5342639,6943955,6915115
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_num_sampled,18551972,37753057,36564732
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_num_sum,12676420,16867130,16878475
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.issue_num_underflow,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_0_0,3954,98465,88897
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_1_0,6135,108490,98502
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_2_0,8787,113518,103921
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_3_0,13803,124571,114586
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_4_0,24518,134831,124939
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_5_0,44531,138387,127714
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_6_0,53741,156690,145647
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_7_0,60459,172690,161927
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_8_0,69192,198058,187039
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_9_0,85311,282299,272169
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_10_0,130963,309075,281060
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_11_0,157860,312342,283721
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_12_0,226386,396295,410144
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_13_0,343951,447577,408816
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_14_0,605153,413398,418196
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_15_0,521214,553551,541027
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_16_0,431643,562396,531667
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_17_0,372681,445963,446507
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_18_0,232233,458779,452437
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_19_0,306443,340745,338326
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_20_0,114841,294536,284427
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_21_0,74345,320756,302570
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_22_0,58339,259975,242172
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_23_0,47093,192218,182588
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_24_0,23211,176760,166319
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_25_0,11828,151259,141136
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_26_0,9032,138670,128044
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_27_0,7331,132538,122203
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_28_0,5011,117122,106012
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_29_0,3971,109793,99639
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_30_0,3625,100435,90823
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.num_wakeup_31_0,3338,101145,91904
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.oldestSelection.oldest_override_0,453342,1261715,1315012
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.oldestSelection.oldest_override_1,0,0,0
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.oldestSelection.oldest_same_as_selected_0,22216,210009,210969
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.oldestSelection.oldest_same_as_selected_1,267592,576871,604873
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.redirect_num,303415,346226,380913
core_with_l2.core.backend.exuBlocks.scheduler.rs_3.loadRS_0.select_0,11103,243810,231829
